2014-07-19T15:18:24	nan
2014-07-19T15:18:29	nan
2014-07-19T15:18:36	nan
2014-07-19T15:18:41	nan
2014-07-19T15:18:48	nan
2014-07-19T15:18:53	nan
2014-07-19T15:19:00	nan
2014-07-19T15:19:05	nan
2014-07-19T15:19:12	nan
2014-07-19T15:19:17	nan
2014-07-19T15:19:24	nan
2014-07-19T15:19:29	nan
2014-07-19T15:19:36	5
2014-07-19T15:19:41	5.087155743
2014-07-19T15:19:48	5.173648178
2014-07-19T15:19:53	5.258819045
2014-07-19T15:20:00	5.342020143
2014-07-19T15:20:05	5.422618262
2014-07-19T15:20:13	5.5
2014-07-19T15:20:18	5.573576436
2014-07-19T15:20:30	5.64278761
2014-07-19T15:20:38	5.707106781
2014-07-19T15:20:43	5.766044443
2014-07-19T15:20:50	5.819152044
2014-07-19T15:20:55	5.866025404
2014-07-19T15:21:02	5.906307787
2014-07-19T15:21:07	5.939692621
2014-07-19T15:21:14	5.965925826
2014-07-19T15:21:19	5.984807753
2014-07-19T15:21:26	5.996194698
2014-07-19T15:21:31	6
2014-07-19T15:21:38	5.996194698
2014-07-19T15:21:43	5.984807753
2014-07-19T15:21:51	5.965925826
2014-07-19T15:21:56	5.939692621
2014-07-19T15:22:03	5.906307787
2014-07-19T15:22:08	5.866025404
2014-07-19T15:22:15	5.819152044
2014-07-19T15:22:20	5.766044443
2014-07-19T15:22:27	5.707106781
2014-07-19T15:22:40	5.64278761
2014-07-19T15:22:45	5.573576436
2014-07-19T15:22:53	5.5
2014-07-19T15:22:58	5.422618262
2014-07-19T15:23:05	5.342020143
2014-07-19T15:23:10	5.258819045
2014-07-19T15:23:18	5.173648178
2014-07-19T15:23:23	5.087155743
2014-07-19T15:23:30	5
2014-07-19T15:23:35	4.912844257
2014-07-19T15:23:43	4.826351822
2014-07-19T15:23:48	4.741180955
2014-07-19T15:23:55	4.657979857
2014-07-19T15:24:00	4.577381738
2014-07-19T15:24:08	4.5
2014-07-19T15:24:13	4.426423564
2014-07-19T15:24:20	4.35721239
2014-07-19T15:24:25	4.292893219
2014-07-19T15:24:33	4.233955557
2014-07-19T15:24:38	4.180847956
2014-07-19T15:24:51	4.133974596
2014-07-19T15:24:58	4.093692213
2014-07-19T15:25:03	4.060307379
2014-07-19T15:25:10	4.034074174
2014-07-19T15:25:15	4.015192247
2014-07-19T15:25:22	4.003805302
2014-07-19T15:25:27	4
2014-07-19T15:25:35	4.003805302
2014-07-19T15:25:40	4.015192247
2014-07-19T15:25:47	4.034074174
2014-07-19T15:25:52	4.060307379
2014-07-19T15:25:59	4.093692213
2014-07-19T15:26:04	4.133974596
2014-07-19T15:26:13	4.180847956
2014-07-19T15:26:18	4.233955557
2014-07-19T15:26:25	4.292893219
2014-07-19T15:26:30	4.35721239
2014-07-19T15:26:37	4.426423564
2014-07-19T15:26:42	4.5
2014-07-19T15:26:50	4.577381738
2014-07-19T15:27:02	4.657979857
2014-07-19T15:27:07	4.741180955
2014-07-19T15:27:14	4.826351822
2014-07-19T15:27:19	4.912844257
2014-07-19T15:27:26	5
2014-07-19T15:27:31	5.087155743
2014-07-19T15:27:38	5.173648178
2014-07-19T15:27:43	5.258819045
2014-07-19T15:27:51	5.342020143
2014-07-19T15:27:56	5.422618262
2014-07-19T15:28:03	5.5
2014-07-19T15:28:08	5.573576436
2014-07-19T15:28:14	5.64278761
